time,consumption_mwh,temp_c,wind_ms,solar_wm2,price_eur_mwh
2022-01-05 12:00:00+00:00,35026.4,0.72,8.72,43.7,120.31
2022-01-05 13:00:00+00:00,33419.8,1.81,7.14,66.9,112.16
2022-01-05 14:00:00+00:00,33430.1,1.16,7.76,77.3,118.38
2022-01-05 15:00:00+00:00,33341.6,1.64,7.18,29.1,111.24
2022-01-05 16:00:00+00:00,34599.1,1.78,6.22,28.3,135.25
2022-01-05 17:00:00+00:00,38067.2,1.22,6.9,10.2,143.25
2022-01-05 18:00:00+00:00,39331.8,-0.02,7.34,0.0,149.58
2022-01-05 19:00:00+00:00,39035.5,-0.47,7.5,0.0,152.18
2022-01-05 20:00:00+00:00,37884.9,-1.39,9.19,0.0,320.77
2022-01-05 21:00:00+00:00,35824.5,-1.89,9.58,0.0,120.57
2022-01-05 22:00:00+00:00,32604.5,-2.54,8.95,0.0,83.96
2022-01-05 23:00:00+00:00,30608.3,-2.18,9.25,0.0,90.34
2022-01-06 00:00:00+00:00,30808.0,-2.89,8.92,0.0,75.8
2022-01-06 01:00:00+00:00,30059.8,-3.89,9.81,0.0,84.75
2022-01-06 02:00:00+00:00,29282.1,-3.98,9.89,0.0,42.91
2022-01-06 03:00:00+00:00,28565.1,-3.86,10.04,0.0,50.84
2022-01-06 04:00:00+00:00,28861.5,-2.85,8.76,0.0,78.21
2022-01-06 05:00:00+00:00,29804.0,-1.99,8.72,0.0,84.26
2022-01-06 06:00:00+00:00,31942.0,-1.25,8.59,0.0,94.56
2022-01-06 07:00:00+00:00,34755.8,0.28,7.71,19.1,124.57
2022-01-06 08:00:00+00:00,36842.2,0.3,7.5,40.8,138.76
2022-01-06 09:00:00+00:00,37226.1,0.73,7.82,61.9,153.83
2022-01-06 10:00:00+00:00,36171.7,0.99,7.78,59.4,123.05
2022-01-06 11:00:00+00:00,35172.1,1.53,6.63,89.0,131.0
2022-01-06 12:00:00+00:00,34697.4,1.39,6.44,44.0,113.82
2022-01-06 13:00:00+00:00,33816.6,2.33,6.1,36.8,113.7
2022-01-06 14:00:00+00:00,34179.8,2.57,6.3,49.0,111.2
2022-01-06 15:00:00+00:00,35600.4,1.86,6.4,35.5,127.26
2022-01-06 16:00:00+00:00,37568.0,1.25,6.11,34.6,144.03
2022-01-06 17:00:00+00:00,39986.2,1.25,5.8,13.9,169.88
2022-01-06 18:00:00+00:00,39924.2,1.38,5.91,0.0,162.94
2022-01-06 19:00:00+00:00,37932.2,2.04,6.72,0.0,156.54
2022-01-06 20:00:00+00:00,35174.0,3.11,6.95,0.0,138.91
2022-01-06 21:00:00+00:00,33038.9,2.58,8.07,0.0,106.95
2022-01-06 22:00:00+00:00,31521.7,1.19,8.9,0.0,91.9
2022-01-06 23:00:00+00:00,30302.8,-0.81,9.97,0.0,64.58
2022-01-07 00:00:00+00:00,28476.8,-1.24,10.9,0.0,58.47
2022-01-07 01:00:00+00:00,28227.5,-2.17,11.92,0.0,48.76
2022-01-07 02:00:00+00:00,28457.9,-2.67,10.77,0.0,56.78
2022-01-07 03:00:00+00:00,28415.9,-3.09,11.09,0.0,58.23
2022-01-07 04:00:00+00:00,28559.6,-3.0,11.84,0.0,64.56
2022-01-07 05:00:00+00:00,28948.9,-2.0,12.69,0.0,59.93
2022-01-07 06:00:00+00:00,30799.8,-1.38,11.81,0.0,82.81
2022-01-07 07:00:00+00:00,34191.2,-0.82,12.08,10.3,94.91
2022-01-07 08:00:00+00:00,35603.0,-0.67,11.88,32.3,93.09
2022-01-07 09:00:00+00:00,37243.0,-0.84,13.08,53.8,108.38
2022-01-07 10:00:00+00:00,37327.7,-0.27,11.7,48.7,95.49
2022-01-07 11:00:00+00:00,36696.7,0.51,10.86,57.8,119.04
2022-01-07 12:00:00+00:00,36765.1,2.29,9.25,88.8,108.48
2022-01-07 13:00:00+00:00,36119.0,2.9,9.25,87.6,89.39
2022-01-07 14:00:00+00:00,34842.2,3.84,10.91,76.4,101.99
2022-01-07 15:00:00+00:00,34442.6,3.68,10.68,57.9,93.63
2022-01-07 16:00:00+00:00,36196.1,2.91,10.57,27.3,121.76
2022-01-07 17:00:00+00:00,38779.3,2.09,10.82,11.1,134.95
2022-01-07 18:00:00+00:00,39599.7,1.26,10.54,0.0,122.71
2022-01-07 19:00:00+00:00,37334.9,2.0,10.65,0.0,133.62
2022-01-07 20:00:00+00:00,35905.4,0.83,10.78,0.0,90.3
2022-01-07 21:00:00+00:00,34361.0,0.62,9.93,0.0,109.12
2022-01-07 22:00:00+00:00,33261.3,-0.66,9.71,0.0,113.31
2022-01-07 23:00:00+00:00,31353.0,-0.76,10.15,0.0,75.06
2022-01-08 00:00:00+00:00,28210.5,-1.13,10.72,0.0,84.41
2022-01-08 01:00:00+00:00,26205.3,-1.67,11.55,0.0,48.4
2022-01-08 02:00:00+00:00,26127.0,-1.96,11.58,0.0,49.85
2022-01-08 03:00:00+00:00,25491.2,-2.42,11.63,0.0,53.79
2022-01-08 04:00:00+00:00,25815.9,-2.01,11.99,0.0,46.26
2022-01-08 05:00:00+00:00,26981.6,-1.94,11.27,0.0,39.69
2022-01-08 06:00:00+00:00,29365.8,-2.16,10.56,0.0,38.91
2022-01-08 07:00:00+00:00,31759.8,-2.24,10.29,15.8,76.04
2022-01-08 08:00:00+00:00,33030.7,-1.33,9.13,25.0,90.16
2022-01-08 09:00:00+00:00,32710.7,0.47,9.34,29.2,86.19
2022-01-08 10:00:00+00:00,32335.1,1.39,10.04,47.1,82.0
2022-01-08 11:00:00+00:00,32549.4,2.09,9.33,65.9,63.6
2022-01-08 12:00:00+00:00,31863.5,2.92,9.56,53.9,75.71
2022-01-08 13:00:00+00:00,30571.8,4.22,8.94,44.2,89.39
2022-01-08 14:00:00+00:00,30539.4,4.67,8.05,57.1,98.04
2022-01-08 15:00:00+00:00,31094.7,4.53,9.6,34.0,76.93
2022-01-08 16:00:00+00:00,33605.8,5.11,8.69,22.2,111.98
2022-01-08 17:00:00+00:00,36308.6,5.06,7.6,24.8,101.06
2022-01-08 18:00:00+00:00,35922.2,5.49,7.74,0.0,128.38
2022-01-08 19:00:00+00:00,34991.2,4.94,7.91,0.0,131.01
2022-01-08 20:00:00+00:00,33695.3,3.44,8.39,0.0,113.98
2022-01-08 21:00:00+00:00,32834.5,1.83,9.88,0.0,95.32
2022-01-08 22:00:00+00:00,30014.7,2.05,9.13,0.0,57.22
2022-01-08 23:00:00+00:00,28419.4,2.34,8.57,0.0,95.08
2022-01-09 00:00:00+00:00,27120.8,1.54,9.75,0.0,81.42
2022-01-09 01:00:00+00:00,26176.7,0.78,10.35,0.0,60.14
2022-01-09 02:00:00+00:00,24742.3,1.32,10.81,0.0,55.37
2022-01-09 03:00:00+00:00,24110.3,0.49,10.16,0.0,41.8
2022-01-09 04:00:00+00:00,25083.3,0.01,10.88,0.0,51.33
2022-01-09 05:00:00+00:00,26036.0,0.67,11.31,0.0,55.48
2022-01-09 06:00:00+00:00,27783.5,0.87,11.25,0.0,57.31
2022-01-09 07:00:00+00:00,31042.1,1.46,10.58,17.8,71.56
2022-01-09 08:00:00+00:00,31403.5,2.06,10.48,34.9,90.03
2022-01-09 09:00:00+00:00,31538.0,3.02,11.6,42.8,94.29
2022-01-09 10:00:00+00:00,30468.2,4.61,10.51,61.8,86.0
2022-01-09 11:00:00+00:00,30808.0,5.33,9.71,42.1,84.77
2022-01-09 12:00:00+00:00,30142.7,6.29,9.08,74.4,81.06
2022-01-09 13:00:00+00:00,30081.6,5.47,8.66,67.6,84.06
2022-01-09 14:00:00+00:00,29972.4,5.71,8.56,56.7,58.65
2022-01-09 15:00:00+00:00,30888.9,5.29,9.23,42.2,83.35
2022-01-09 16:00:00+00:00,33320.8,4.45,9.48,38.8,95.75
2022-01-09 17:00:00+00:00,36326.9,3.63,9.41,17.9,105.79
2022-01-09 18:00:00+00:00,37230.9,2.99,9.5,0.0,134.6
2022-01-09 19:00:00+00:00,36054.5,2.95,9.87,0.0,117.86
2022-01-09 20:00:00+00:00,34094.2,1.45,8.41,0.0,84.99
2022-01-09 21:00:00+00:00,32035.9,0.73,9.17,0.0,97.01
2022-01-09 22:00:00+00:00,29331.1,-0.3,8.42,0.0,95.28
2022-01-09 23:00:00+00:00,28752.7,-1.17,8.0,0.0,75.35
2022-01-10 00:00:00+00:00,29255.8,-1.15,8.22,0.0,72.91
2022-01-10 01:00:00+00:00,28792.4,-1.27,8.1,0.0,68.13
2022-01-10 02:00:00+00:00,28152.5,-0.75,8.42,0.0,76.43
2022-01-10 03:00:00+00:00,27903.0,-0.95,8.46,0.0,66.46
2022-01-10 04:00:00+00:00,28378.7,-1.26,8.16,0.0,63.49
2022-01-10 05:00:00+00:00,28911.3,-1.09,9.3,0.0,91.45
2022-01-10 06:00:00+00:00,31790.8,-0.45,9.74,0.0,92.2
2022-01-10 07:00:00+00:00,34202.6,0.29,9.84,13.5,97.88
2022-01-10 08:00:00+00:00,36344.5,0.37,10.24,48.9,128.01
2022-01-10 09:00:00+00:00,36216.3,1.23,9.53,53.8,116.75
2022-01-10 10:00:00+00:00,35138.5,2.17,11.1,57.5,97.42
2022-01-10 11:00:00+00:00,34941.6,4.42,10.04,81.9,103.71
2022-01-10 12:00:00+00:00,33591.1,6.14,9.98,59.7,90.09
2022-01-10 13:00:00+00:00,33189.3,6.04,9.61,95.1,91.04
2022-01-10 14:00:00+00:00,31416.4,6.13,9.22,44.5,93.35
2022-01-10 15:00:00+00:00,32203.0,5.32,8.76,65.2,110.08
2022-01-10 16:00:00+00:00,34626.0,4.85,8.07,50.2,107.13
2022-01-10 17:00:00+00:00,37216.3,4.74,8.94,18.4,132.0
2022-01-10 18:00:00+00:00,38035.0,4.99,7.9,0.0,122.82
2022-01-10 19:00:00+00:00,36904.9,3.9,8.63,0.0,131.94
2022-01-10 20:00:00+00:00,35686.5,2.78,9.05,0.0,135.31
2022-01-10 21:00:00+00:00,33759.4,0.71,8.65,0.0,108.11
2022-01-10 22:00:00+00:00,31663.0,-0.12,8.99,0.0,87.72
2022-01-10 23:00:00+00:00,31105.9,-1.44,8.76,0.0,86.04
2022-01-11 00:00:00+00:00,29524.5,-2.33,7.81,0.0,91.84
2022-01-11 01:00:00+00:00,28723.6,-3.27,6.92,0.0,87.62
2022-01-11 02:00:00+00:00,27814.6,-3.54,7.44,0.0,74.73
2022-01-11 03:00:00+00:00,28224.7,-4.62,7.89,0.0,85.34
2022-01-11 04:00:00+00:00,28899.0,-5.29,8.03,0.0,73.3
2022-01-11 05:00:00+00:00,29105.8,-3.58,7.67,0.0,93.9
2022-01-11 06:00:00+00:00,31744.8,-3.79,7.49,0.0,98.92
2022-01-11 07:00:00+00:00,34864.1,-3.71,7.21,17.7,127.61
2022-01-11 08:00:00+00:00,35736.3,-1.76,5.84,51.6,139.64
2022-01-11 09:00:00+00:00,35282.6,0.85,5.94,73.5,106.96
2022-01-11 10:00:00+00:00,35087.6,0.96,6.4,64.4,122.67
2022-01-11 11:00:00+00:00,33718.1,1.52,6.49,55.4,100.07
2022-01-11 12:00:00+00:00,33838.5,2.4,7.9,78.5,89.51
2022-01-11 13:00:00+00:00,33369.8,3.97,7.06,70.0,106.75
2022-01-11 14:00:00+00:00,32429.3,3.7,6.54,38.6,111.6
2022-01-11 15:00:00+00:00,33468.3,3.69,6.67,73.5,96.12
2022-01-11 16:00:00+00:00,35340.5,4.09,6.88,31.2,127.44
2022-01-11 17:00:00+00:00,37249.7,4.08,5.4,17.3,136.44
2022-01-11 18:00:00+00:00,38415.5,3.39,5.95,0.0,151.13
2022-01-11 19:00:00+00:00,36954.2,2.71,6.2,0.0,165.64
2022-01-11 20:00:00+00:00,35990.9,1.19,4.58,0.0,140.13
2022-01-11 21:00:00+00:00,33839.5,0.32,4.61,0.0,118.85
2022-01-11 22:00:00+00:00,32838.2,-0.57,4.1,0.0,126.82
2022-01-11 23:00:00+00:00,31655.4,-1.1,3.89,0.0,119.13
2022-01-12 00:00:00+00:00,30062.9,-2.01,3.0,0.0,112.84
2022-01-12 01:00:00+00:00,29611.5,-2.15,3.52,0.0,111.09
2022-01-12 02:00:00+00:00,29025.1,-1.79,5.07,0.0,97.0
2022-01-12 03:00:00+00:00,28440.7,-1.78,5.38,0.0,81.33
2022-01-12 04:00:00+00:00,28762.5,-1.44,3.77,0.0,112.56
2022-01-12 05:00:00+00:00,30062.1,-1.09,4.15,0.0,123.18
2022-01-12 06:00:00+00:00,31703.4,-0.6,4.14,0.0,116.22
2022-01-12 07:00:00+00:00,34885.7,-0.4,3.43,21.6,144.87
2022-01-12 08:00:00+00:00,35965.5,0.54,3.88,24.8,124.7
2022-01-12 09:00:00+00:00,36555.6,1.28,4.73,42.8,142.66
2022-01-12 10:00:00+00:00,35563.9,3.34,4.32,67.7,156.55
2022-01-12 11:00:00+00:00,34075.6,4.99,3.17,54.2,143.57
2022-01-12 12:00:00+00:00,33756.7,5.8,1.78,64.2,141.94
2022-01-12 13:00:00+00:00,32945.0,5.77,1.52,67.0,136.29
2022-01-12 14:00:00+00:00,32859.2,5.36,1.68,37.8,134.51
2022-01-12 15:00:00+00:00,33017.4,6.17,1.54,53.4,142.27
2022-01-12 16:00:00+00:00,35417.4,6.19,1.28,53.3,164.18
2022-01-12 17:00:00+00:00,37465.4,6.14,2.01,17.8,159.78
2022-01-12 18:00:00+00:00,38479.5,4.57,2.62,0.0,176.37
2022-01-12 19:00:00+00:00,37745.5,4.49,2.99,0.0,154.35
2022-01-12 20:00:00+00:00,35677.9,4.01,3.83,0.0,141.13
2022-01-12 21:00:00+00:00,33773.3,2.53,3.48,0.0,124.88
2022-01-12 22:00:00+00:00,31896.7,1.46,2.8,0.0,130.01
2022-01-12 23:00:00+00:00,30088.3,0.88,2.6,0.0,119.46
2022-01-13 00:00:00+00:00,28972.5,0.28,2.36,0.0,117.21
2022-01-13 01:00:00+00:00,29186.2,-0.39,0.99,0.0,125.02
2022-01-13 02:00:00+00:00,28052.5,-0.76,0.86,0.0,123.05
2022-01-13 03:00:00+00:00,27108.9,-1.01,2.03,0.0,124.68
2022-01-13 04:00:00+00:00,27940.6,-0.82,2.91,0.0,111.43
2022-01-13 05:00:00+00:00,28454.3,0.36,3.52,0.0,84.13
2022-01-13 06:00:00+00:00,31393.3,-0.73,3.8,0.0,117.53
2022-01-13 07:00:00+00:00,34447.0,-0.23,5.09,20.6,129.51
2022-01-13 08:00:00+00:00,35043.1,0.62,4.36,49.6,119.47
2022-01-13 09:00:00+00:00,35870.0,1.59,3.73,42.6,152.45
2022-01-13 10:00:00+00:00,35366.3,2.16,4.78,89.3,150.02
2022-01-13 11:00:00+00:00,36060.8,1.85,4.91,76.2,127.86
2022-01-13 12:00:00+00:00,34919.1,2.71,4.49,91.4,143.49
2022-01-13 13:00:00+00:00,34381.3,4.27,5.05,81.0,136.1
2022-01-13 14:00:00+00:00,34917.4,3.66,4.8,85.0,132.37
2022-01-13 15:00:00+00:00,34444.5,4.32,4.26,61.7,139.72
2022-01-13 16:00:00+00:00,36066.6,4.04,3.72,22.2,139.25
2022-01-13 17:00:00+00:00,38301.9,3.73,4.13,17.9,169.89
2022-01-13 18:00:00+00:00,40212.1,2.64,4.44,0.0,182.15
2022-01-13 19:00:00+00:00,38883.7,1.87,5.75,0.0,159.2
2022-01-13 20:00:00+00:00,36803.4,1.97,5.59,0.0,145.89
2022-01-13 21:00:00+00:00,34599.9,1.57,5.42,0.0,122.6
2022-01-13 22:00:00+00:00,32166.9,1.85,6.62,0.0,118.89
2022-01-13 23:00:00+00:00,30467.3,1.81,7.41,0.0,95.11
2022-01-14 00:00:00+00:00,28978.6,1.41,7.5,0.0,84.17
2022-01-14 01:00:00+00:00,28293.1,1.93,6.26,0.0,97.6
2022-01-14 02:00:00+00:00,27417.2,1.82,5.66,0.0,83.24
2022-01-14 03:00:00+00:00,27298.6,2.13,4.9,0.0,82.45
2022-01-14 04:00:00+00:00,26872.1,1.96,5.04,0.0,97.11
2022-01-14 05:00:00+00:00,28218.5,2.22,4.74,0.0,80.84
2022-01-14 06:00:00+00:00,30994.0,2.19,6.1,0.0,112.48
2022-01-14 07:00:00+00:00,33491.6,3.34,4.92,24.4,112.52
2022-01-14 08:00:00+00:00,35628.5,3.27,4.12,44.3,122.46
2022-01-14 09:00:00+00:00,35224.6,4.45,4.45,48.5,142.6
2022-01-14 10:00:00+00:00,35088.9,5.04,4.99,60.1,134.73
2022-01-14 11:00:00+00:00,33446.1,6.4,3.06,78.8,124.35
2022-01-14 12:00:00+00:00,32861.7,7.39,1.9,57.7,123.39
2022-01-14 13:00:00+00:00,31350.9,8.86,1.95,98.0,126.1
2022-01-14 14:00:00+00:00,30863.3,9.47,3.27,44.7,111.87
2022-01-14 15:00:00+00:00,32222.2,8.49,4.93,54.7,122.91
2022-01-14 16:00:00+00:00,34827.1,8.24,4.71,51.2,126.32
2022-01-14 17:00:00+00:00,36856.1,7.14,4.69,20.8,142.29
2022-01-14 18:00:00+00:00,38589.6,6.28,4.15,0.0,172.44
2022-01-14 19:00:00+00:00,37479.1,6.5,4.79,0.0,140.97
2022-01-14 20:00:00+00:00,35438.1,6.07,6.09,0.0,117.4
2022-01-14 21:00:00+00:00,34211.2,4.77,7.12,0.0,109.7
2022-01-14 22:00:00+00:00,31876.0,3.3,7.09,0.0,107.61
2022-01-14 23:00:00+00:00,29928.3,2.54,6.43,0.0,116.19
2022-01-15 00:00:00+00:00,26716.3,1.12,6.47,0.0,79.14
2022-01-15 01:00:00+00:00,26136.0,0.21,7.57,0.0,59.44
2022-01-15 02:00:00+00:00,25439.9,0.07,7.23,0.0,57.55
2022-01-15 03:00:00+00:00,24529.6,0.63,5.8,0.0,72.21
2022-01-15 04:00:00+00:00,24374.7,1.05,5.58,0.0,51.04
2022-01-15 05:00:00+00:00,26069.8,-0.08,5.43,0.0,60.52
2022-01-15 06:00:00+00:00,27894.0,0.56,4.09,0.0,99.52
2022-01-15 07:00:00+00:00,31067.2,1.2,4.41,13.7,122.69
2022-01-15 08:00:00+00:00,33077.3,2.16,4.94,54.5,129.23
2022-01-15 09:00:00+00:00,33382.0,3.87,6.5,58.8,116.71
2022-01-15 10:00:00+00:00,34736.5,3.36,5.48,54.4,139.15
2022-01-15 11:00:00+00:00,34104.0,3.71,6.13,102.6,114.53
2022-01-15 12:00:00+00:00,33854.4,4.68,6.93,114.3,105.97
2022-01-15 13:00:00+00:00,33095.2,4.19,7.34,102.8,103.31
2022-01-15 14:00:00+00:00,31856.0,5.39,6.53,84.1,105.03
2022-01-15 15:00:00+00:00,31830.4,5.69,5.72,79.1,145.57
2022-01-15 16:00:00+00:00,33338.8,6.08,5.86,29.7,116.55
2022-01-15 17:00:00+00:00,35749.5,5.4,5.99,27.4,134.25
2022-01-15 18:00:00+00:00,36025.3,5.39,5.6,0.0,155.55
2022-01-15 19:00:00+00:00,34075.4,5.37,6.68,0.0,126.19
2022-01-15 20:00:00+00:00,32803.8,4.73,6.39,0.0,97.83
2022-01-15 21:00:00+00:00,31301.3,4.04,4.94,0.0,130.64
2022-01-15 22:00:00+00:00,29849.9,3.36,4.86,0.0,108.37
2022-01-15 23:00:00+00:00,28122.5,2.06,5.35,0.0,63.78
2022-01-16 00:00:00+00:00,26828.6,1.3,5.7,0.0,78.44
2022-01-16 01:00:00+00:00,25257.6,0.69,6.02,0.0,64.12
2022-01-16 02:00:00+00:00,25208.6,0.58,7.24,0.0,59.71
